CAS Number,Value,Chemical Name
93966-52-0,YES,"Formic acid, compd. with 2-[2-[[4-[3-(4-chlorophenyl)-4,5-dihydro-1H-pyrazol-1- yl]phenyl]sulfonyl]ethoxy]-N,N-dimethylethanamine (1:1)"
93966-93-9,YES,"2-Butenedioic acid (2Z)-, monomethyl ester, polymer with ethenylbenzene, 2,5- furandione and (2Z)-2-methylpropyl hydrogen 2-butenedioate, ammonium salt"
93-97-0,YES,"Benzoic acid, anhydride"
93-97-0,YES,BENZOIC ANHYDRIDE
93971-95-0,YES,COPPER PHTHALOCYANINE-N-[3-(DIETHYLAMINO)PROPYL] SULFONAMIDE
93971-95-0,YES,"Copper, [N-[3-(diethylamino)propyl]-29H,31H-phthalocyanine-C-sulfonamidato(2-)- .kappa.N29,.kappa.N30,.kappa.N31,.kappa.N32]-"
93-98-1,YES,"Benzamide, N-phenyl-"
93-98-1,YES,BENZANILIDE
93981-44-3,YES,"STANNANE, BUTYLTRIS-((1-OXOISOOCTADECYL)OXY)-"
93981-44-3,YES,"Stannane, butyltris[(1-oxoisooctadecyl)oxy]-"
93981-50-1,YES,"carbonic acid, ethyl 2,3,6-trimethylcyclohexyl ester"
93981-59-0,YES,"5-Tridecene, 1-methoxy-"
93981-59-0,YES,"TRIDEC-5-ENE, 1-METHOXY-"
93981-67-0,YES,"ISOOCTANOATE, LEAD (II)"
93981-67-0,YES,"Isooctanoic acid, lead(2+) salt"
93-99-2,YES,"BENZOATE, PHENYL-"
93-99-2,YES,"Benzoic acid, phenyl ester"
93-99-2,YES,"BENZOIC ACID, PHENYLESTER"
939-97-9,YES,"BENZALDEHYDE, 4-(1,1-DIMETHYLETHYL)-"
94-02-0,YES,"BENZENEPROPANOIC ACID, .beta.-OXO-, ETHYL ESTER"
94-02-0,YES,"BENZOYLACETATE, ETHYL"
94020-93-6,YES,"Decanoic acid, 5-methyl-2-(1-methylethyl)cyclohexyl ester, (1.alpha.,2.beta.,5.alpha.)-"
94020-93-6,YES,Menthyl Decanoate
94021-39-3,YES,"Hexanoic acid, 1-ethenylhexyl ester"
94021-42-8,YES,"Propanoic acid, 2-methyl-, 2-(5-methyl-4-thiazolyl)ethyl ester"
94021-43-9,YES,"4-Thiazoleethanol, 5-methyl-, propanoate (ester)"
94031-11-5,YES,"2H-Pyran, tetrahydro[(tetrahydrofuranyl)methoxy]-"
94031-11-5,YES,TETRAHYDROPYRAN(TETRAHYDROFURFURYLOXY)
94031-29-5,YES,C.I. BASIC BLUE 100
94031-29-5,YES,"Copper, [29H,31H-phthalocyaninato(2-)-N29,N30,N31,N32]-, [[3- (dimethylamino)propyl]amino]sulfonyl sulfo derivs., sodium salts, formates"
94031-34-2,YES,"PHENOL, SULFONATED, CONDENSED"
94050-90-5,YES,"Propanoic acid, 2-(4-hydroxyphenoxy)-, (2R)-"
94050-90-5,YES,"Propanoic acid,2-(4-hydroxyphenoxy)-,(R)"
94-05-3,YES,"2-Propenoic acid, 2-cyano-3-ethoxy-, ethyl ester"
94-05-3,YES,"ACRYLATE, 2-CYANO-3-ETHOXY-, ETHYL"
94060-69-2,YES,"PHOSPHONIC ACID, MONO(NONYLPHENYL) ESTER"
94-08-6,YES,"BENZOATE, 4-METHYL-, ETHYL"
94-08-6,YES,"Benzoic acid, 4-methyl-, ethyl ester"
94086-82-5,YES,"COMPOUND, SULFURIC ACID, MONODECYL ESTER WITH 2-AMINOETHANOL (1:1)"
94086-82-5,YES,"Sulfuric acid, monodecyl ester, compd. with 2-aminoethanol (1:1)"
94087-83-9,YES,"2-Butanethiol, 4-methoxy-2-methyl-"
94087-83-9,YES,"BUTANE-2-THIOL, 4-METHOXY-2-METHYL-"
94088-33-2,YES,"4-Hepten-2-ol, acetate, (Z)-"
94088-33-2,YES,"ACETATE, 4-HEPTEN-2-YL, (Z)-"
94089-21-1,YES,"1,3-Dioxolane, 4-methyl-2-(1E)-1-pentenyl-"
94089-21-1,YES,Trans-2-Hexenal Propylene Glycol Acetal
94094-87-8,YES,"Naphthalenesulfonic acids, reaction products with formaldehyde and sulfonylbis[phenol], ammonium salts"
94094-87-8,YES,"Naphthalenesulfonic acids,reaction products with formaldehyde and sulfonylbis[phenol],ammonium salts"
94094-93-6,YES,"Benzene, mono-C10-13-alkyl derivs., fractionation bottoms, heavy ends"
94094-93-6,YES,"FRACTIONATION BOTTOMS, BENZENE, MONO C10-13-ALKYL DERIVATIVES, HEAVY ENDS"
94095-19-9,YES,"Formaldehyde, reaction products with sulfonated 1,1'-oxybis[methylbenzene] and sulfonylbis[phenol], sodium salts"
94-09-7,YES,"BENZOATE, 4-AMINO-, ETHYL"
94-09-7,YES,"Benzoic acid, 4-amino-, ethyl ester"
94108-09-5,YES,"BENZOATE, 2-[[[4-(1,1-DIMETHYLETHYL)PHENYL]METHYLENE]AMINO]-, ETHYL"
94108-09-5,YES,"Benzoic acid, 2-[[[4-(1,1-dimethylethyl)phenyl]methylene]amino]-, ethyl ester"
94108-68-6,YES,"1H-Imidazolium, 2-heptadecyl-4,5-dihydro-1-(2-hydroxyethyl)-1-methyl-, methyl sulfate (salt)"
94108-97-1,YES,"2-Propenoic acid, 2-[[2,2-bis[[(1-oxo-2-propenyl)oxy]methyl]butoxy]methyl]-2-ethyl- 1,3-propanediyl ester"
94108-97-1,YES,"2-[[2,2-BIS[[(1-OXOALLYL)OXY]METHYL]BUTOXY]METHYL]-2-ETHYL-1,3-PROPANEDIYL DIACRYLATE"
94108-97-1,YES,DI(TRIMETHYLOLPROPANE)TETRAACRYLATE
94109-17-8,YES,"Benzoic acid, 2-[[(2-ethylhexyl)methylamino]carbonyl]-"
94109-17-8,YES,"Benzoic acid,2-[[(2-ethylhexyl)methylamino]carbonyl"
94109-18-9,YES,"Benzoic acid, 2-[[(2-ethylhexyl)methylamino]carbonyl]-, compd. with 2,2',2''- nitrilotris[ethanol] (1:1)"
94109-25-8,YES,"Benzenesulfonic acid, 3-[(8-hydroxy-7-quinolinyl)azo]-, monosodium salt"
94-11-1,YES,"2,4-D ESTER"
94-11-1,YES,"Acetic acid, (2,4-dichlorophenoxy)-, 1-methylethyl ester"
94114-22-4,YES,"Residues (petroleum), dewaxed heavy paraffinic, vacuum"
94114-22-4,YES,"RESIDUES, DEWAXED HEAVY PARAFFINIC, VACUUM"
94-13-3,YES,4-HYDROXYBENZOIC ACID PROPYLESTER
94-13-3,YES,"BENZOATE, 4-HYDROXY-, PROPYL"
94-13-3,YES,"Benzoic acid, 4-hydroxy-, propyl ester"
94-13-3,YES,PROPYL P-HYDROXYBENZOATE
94-13-3,YES,PROPYL PARABEN
94133-46-7,YES,"2-Naphthalenesulfonic acid, 1,1'-methylenebis[(phenylmethyl)-"
94134-88-0,YES,"7-Octen-2-ol, 2-methyl-6-methylene-, propanoate"
94134-88-0,YES,"PROPANOATE, 2-METHYL-6-METHYLENE-, 7-OCTEN-2-YL"
941-43-5,YES,"1,3-Dioxolane-2-propanoic acid, 2-methyl-, ethyl ester"
94167-14-3,YES,"EXTRACT, VANILLA TAHITENSIS"
94167-14-3,YES,"Vanilla tahitensis, ext."
941-69-5,YES,"1H-Pyrrole-2,5-dione, 1-phenyl-"
941-69-5,YES,"MALEIMIDE, N-PHENYL-"
94-17-7,YES,"BENZOYL PEROXIDE, 4-CHLORO-"
94-17-7,YES,"Peroxide, bis(4-chlorobenzoyl)"
94-17-7,YES,"PEROXIDE, DI-(4-CHLOROBENZOYL)"
941-81-1,YES,"AZULENE, 4,6,8-TRIMETHYL-"
94-18-8,YES,"BENZOATE, 4-HYDROXY-, BENZYL"
94-18-8,YES,"Benzoic acid, 4-hydroxy-, phenylmethyl ester"
94195-18-3,YES,"L-Lysine, sulfate"
94195-18-3,YES,"LYSINE SULFATE, L-"
941-98-0,YES,"Ethanone, 1-(1-naphthalenyl)-"
941-98-0,YES,METHYL .alpha.-NAPHTHYL KETONE
941-98-0,YES,"NAPHTHALENE, 1-ACETYL- 2,7-Naphthalenedisulfonic acid, 4-[[2,4-dihydroxy-3-[(4-nitrophenyl)azo]-5-[[4-"
94199-99-2,YES,"(phenylamino)-3-sulfophenyl]azo]phenyl]azo]-5-hydroxy-, sodium salt"
94199-99-2,YES,CI Acid Brown 107
94200-24-5,YES,"COMPOUND, ETHANOL, 2-(2-BUTOXYETHOXY)-, DIHYDROGENPHOSPHATE WITH N,N- DIMETHYLCYCLOHEXAMINE"
94200-24-5,YES,"Ethanol, 2-(2-butoxyethoxy)-, dihydrogen phosphate, compd. with N,N- dimethylcyclohexanamine"
94201-28-2,YES,"ACETATE, .alpha.-ETHYL-(3-METHYL-BICYCLO[2.2.1]HEPT-2-YL)METHYL"
94201-28-2,YES,"Bicyclo[2.2.1]heptane-2-methanol, .alpha.-ethyl-3-methyl-, acetate"
94-20-2,YES,"Benzenesulfonamide, 4-chloro-N-[(propylamino)carbonyl]-"
94-20-2,YES,"BENZENESULFONAMIDE, N-[PROPYLAMINOCARBONYL]-4-CHLORO-"
94231-44-4,YES,"Benzeneacetic acid, 2-methyl-5-oxo-1-cyclopenten-1-yl ester"
94231-44-4,YES,"PHENYLACETATE, 2-METHYL-5-OXO-1-CYCLOPENTEN-1-YL"
94231-95-5,YES,Benzaldehyde Diisoamyl Acetal
94231-95-5,YES,"Benzene, [bis(3-methylbutoxy)methyl]-"
94232-92-5,YES,"Chromium, tris[2-[(1-oxo-9-octadecenyl)amino]benzoato-O1,O2]-"
94233-27-9,YES,"TITANIUM DIETHYL HEXYLOXY BIS(2,4-PENTANEDIONATO- O,O')-"
94233-27-9,YES,"Titanium, bis(2-ethyl-1-hexanolato)bis(2,4-pentanedionato-.kappa.O,.kappa.O')-"
94237-23-7,YES,"Octanedioic acid, nitro-, compd. with 2,2',2''-nitrilotris[ethanol] (1:2)"
94237-23-7,YES,"Octanedioic acid, nitro-compound with 2,2',2"" nitrolotris [ethanol] (1:2)"
94237-25-9,YES,"Nonanedioic acid, nitro-, compd. with 2,2',2''-nitrilotris[ethanol] (1:2)"
94237-25-9,YES,"Nonanedioic acid, nitro-compound with 2,2',2"" nitrolotris [ethanol] (1:2)"
94237-27-1,YES,"Decanedioic acid, nitro- compound with 2,2',2""-nitrolotris[ethanol] (1:2)"
94237-27-1,YES,"Decanedioic acid, nitro-, compd. with 2,2',2''-nitrilotris[ethanol] (1:2)"
94246-96-5,YES,ZINC OCTANOATE
94246-96-5,YES,"Zinc, (2-ethylhexanoato-O)(isooctanoato-O)-"
94247-38-8,YES,"Cyclohexanepropanenitrile, .alpha.,.alpha.,2,2,6-pentamethyl-, didehydro deriv."
94247-38-8,YES,"CYCLOHEXYLPROPANENITRILE, .alpha.,.alpha.,2,2,6-PENTAMETHYL-, DIDEHYDRO DERIV."
94247-63-9,YES,Allylated Naphthalene
94247-63-9,YES,"aphthalene, sec-hexadecyl-"
94247-63-9,YES,"Naphthalene, sec-hexadecyl-"
94248-21-2,YES,"4,7-Methano-1H-inden-5-ol, 3a,4,5,6,7,7a-hexahydro-2,6(or 3,6)-dimethyl-"
94248-21-2,YES,"METHANO(4,7)-1H-INDEN-5-OL,3A,4,5,6,7,7A-HEXAHYDRO-2,6(OR 3,6)-DIMETHYL"
94248-26-7,YES,"Methanesulfonamide, 1-chloro-N-(2-phenoxyphenyl)-, pentachloro deriv., sodium salt"
94248-26-7,YES,"Methanesulfonamide,1-chloro-N-(2-phenoxyphenyl)-,phenoxyphenyl)-,pentachloro deriv., sodium salt"
94248-38-1,YES,"ACETALDEHYDE, [(3A,4,5,6,7,7A-HEXAHYDRO-4,7- METHANO-1H-INDEN-5(OR 6)- YL)OXY]"
94248-38-1,YES,"Acetaldehyde, [(3a,4,5,6,7,7a-hexahydro-4,7-methano-1H-inden-5(or 6)-yl)oxy]- 2,7-Naphthalenedisulfonic acid, 4-amino-3-[[4-[[4-[(4-amino-2-"
94249-18-0,YES,"hydroxyphenyl)azo]phenyl]amino]-3-sulfophenyl]azo]-5-hydroxy-6-(phenylazo)-, trisodium salt"
94266-47-4,YES,"Citrus, ext."
94266-47-4,YES,"EXTRACT, CITRUS"
94266-48-5,YES,"EXTRACT, PINE"
94266-48-5,YES,"Pine, ext."
94266-83-8,YES,"Amides, from tall-oil fatty acids and tetraethylenepentamine, reaction products with succinic anhydride mono-C18-24-alkenyl derivs."
94-26-8,YES,"BENZOATE, 4-HYDROXY-, BUTYL"
94-26-8,YES,"Benzoic acid, 4-hydroxy-, butyl ester"
94-26-8,YES,BUTYL PARABEN
94-26-8,YES,P-OXYBUTYLBENZOATE
94270-86-7,YES,"1H-Benzotriazole-1-methanamine, N,N-bis(2-ethylhexyl)-ar-methyl-"
94270-86-7,YES,"BENZOTRIAZOLE(1H)-1-METHANAMINE, N,N'-BIS(2- ETHYLHEXYL)-ARYL-METHYL-"
94270-86-7,YES,"DERIVATIVE, TRIAZOLE"
94270-86-7,YES,"N,N-BIS(2-ETHYLHEXYL)-METHYL-1H-BENZOTRIAZOLE-1- METHANAMINE"
94276-29-6,YES,"Chromate(1-), [4-(hydroxy-.kappa.O)-6-hydroxy-3-[[2-(hydroxy-.kappa.O)phenyl]azo- .kappa.N1]-2-naphthalenesulfonato(3-)]hydroxy-, sodium"
94276-30-9,YES,"Chromate(1-), [4-hydroxy-6-(hydroxy-.kappa.O)-5-[[2-(hydroxy-.kappa.O)phenyl]azo- .kappa.N1]-2-naphthalenesulfonato(3-)]hydroxy-, sodium"
94276-33-2,YES,"Chromate(1-), hydroxy[2-(hydroxy-.kappa.O)-5-nitro-3-[[2-(oxo-.kappa.O)-1- [(phenylamino)carbonyl]propyl]azo-.kappa.N1]benzenesulfonato(3-)]-, hydrogen, compd. with 3-[(2-ethylhexyl)oxy]-1-propanamine (1:1)"
94276-89-8,YES,"Ferrate(3-), bis[4-[(5-acetyl-2,4-dihydroxyphenyl)azo]-3-hydroxy-7-nitro-1- naphthalenesulfonato(3-)]-, disodium hydrogen"
94276-99-0,YES,C.I. Direct Black 162:1
94276-99-0,YES,"Glycine, N-[3-amino-4-[[7-[[4-[[4-[[7-[[2-amino-4- [(carboxymethyl)amino]phenyl]azo]-1-hydroxy-3-sulfo-2- naphthalenyl]azo]phenyl]amino]-3-sulfophenyl]azo]-8-hydroxy-6-sulfo-2- naphthalenyl]azo]phenyl]-, pentasodium salt"
94276-99-0,YES,"Glycine, N-[3-amino-4-[[7-[[4-[[4-[[7-[[2-amino-4-[(carboxymethyl)amino]phenyl]azo]- 1-hydroxy-3-sulfo-2-naphthalenyl]azo]phenyl]amino]-3-sulfophenyl]azo]-8-hydroxy-6- sulfo-2-naphthalenyl]azo]phenyl]-, pentasodium salt"
94277-16-4,YES,"Cuprate(1-), [C,C,C-tris[[[3-(cyclohexylamino)propyl]amino]sulfonyl]-29H,31H- phthalocyanine-C-sulfonato(3-)-N29,N30,N31,N32]-, hydrogen"
94277-62-0,YES,"Chromate(3-), bis[2-[[4,5-dihydro-3-methyl-5-oxo-1-(4-sulfophenyl)-1H-pyrazol-4- yl]azo]benzoato(3-)]-, trisodium"
94277-67-5,YES,"Chromate(1-), dihydroxy[3-[(8-hydroxy-7-quinolinyl)azo]benzenesulfonato(2-)]-, sodium"
94277-77-7,YES,"Cuprate(1-), [C,C,C-tris[[[3-[(2-ethylhexyl)oxy]propyl]amino]sulfonyl]-29H,31H- phthalocyanine-C-sulfonato(3-)-.kappa.N29,.kappa.N30,.kappa.N31,.kappa.N32]-, hydrogen, compd. with 3-[(2-ethylhexyl)oxy]-1-propanamine (1:1)"
94278-27-0,YES,Ethyl .beta.-Furfurylmercaptopropionate
94278-27-0,YES,"Propanoic acid, 3-[(2-furanylmethyl)thio]-, ethyl ester"
94278-39-4,YES,"2-Cyclopentene-1-acetic acid, 2-ethylbutyl ester"
94278-39-4,YES,"CYCLOPENT-2-ENE-1-ACETATE, 2-ETHYLBUTYL"
94279-42-2,YES,"Ferrate(4-), hexakis(cyano-C)-, oxidized N,N-dimethylbenzenamine-N-ethyl-2- methylbenzenamine-formaldehyde reaction products copper(1+) salts"
94279-65-9,YES,"Amines, C12-14-branched alkyl, 4-[(5-cyano-1-ethyl-5,6-dihydro-2-hydroxy-4-methyl- 6-oxo-3-pyridinyl)azo]-1,3-benzenedisulfonate"
94279-65-9,YES,C.I. SOLVENT ORANGE 11
94279-82-0,YES,"EXTRACT, JUNIPER, JUNIPERUS VIRGINIANA, ACETYLATED, HYDROGENATED"
94279-82-0,YES,"Juniper, Juniperus virginiana, ext., acetylated, hydrogenated"
94-28-0,YES,"1,2-ethanediylbis(oxy-2,1-ethanediyl) ester of hexanoic acid"
94-28-0,YES,"Hexanoic acid, 2-ethyl-, 1,2-ethanediylbis(oxy-2,1-ethanediyl) ester"
94290-13-8,YES,"2,5-Furandione, polymer with methoxyethene, calcium sodium salt"
94290-13-8,YES,POLY(METHYL VINYL ETHER MALEIC ANHYDRIDE) MIXED SODIUM/CALCIUM SALTS
94291-50-6,YES,"3-Hexanethiol, 1-methoxy-"
94291-50-6,YES,"HEXANE, 3-THIOL-1-METHOXY-"
94-30-4,YES,"BENZOATE, 4-METHOXY-, ETHYL"
94-30-4,YES,"Benzoic acid, 4-methoxy-, ethyl ester"
94-30-4,YES,ETHYL ANISATE
943-27-1,YES,"ACETOPHENONE, P-TERT-BUTYL-"
943-27-1,YES,"Ethanone, 1-[4-(1,1-dimethylethyl)phenyl]-"
943-27-1,YES,P-TERT-BUTYLACETOPHENONE
94333-50-3,YES,"Ethyl 2-ethyl-3,6,6-trimethyl-2-cyclohexene-1-carboxylate"
94333-69-4,YES,"Cymbopogon nardus, ext., reaction products with acetone"
94333-69-4,YES,"EXTRACT, CYMBOPOGON NARDUS, REACTION PRODUCTS WITH ACETONE"
94333-73-0,YES,"Eugenia caryophyllata, ext., reaction products with formaldehyde"
94333-73-0,YES,"EXTRACT, EUGENIA CARYOPHYLLATA, REACTION PRODUCTS WITH FORMALDEHYDE"
94333-77-4,YES,"EXTRACT, PELARGONIUM GRAVEOLENS, SAPONIFIED"
94333-77-4,YES,"Pelargonium graveolens, ext., sapond."
94333-88-7,YES,"Bulnesia sarmienti, ext., acetate"
94333-88-7,YES,"EXTRACT, BULNESIA SARMIENTI, ACETATE"
94333-95-6,YES,"Camphor tree, ext., mixed with Ocotea pretiosa ext., hydrogenated"
94333-95-6,YES,"EXTRACT, CAMPHOR TREE, MIXED WITH EXT., OCOTEA PRETIOSA, HYDROGENATED"
94334-14-2,YES,"EXTRACT, LEPTACTINA SENEGAMBICA"
94334-14-2,YES,"Leptactina senegambica, ext."
94334-25-5,YES,"Peppermint, ext., reaction products with hydrogen sulfide"
94334-26-6,YES,"EXTRACT, PINE, ACETYLIZED"
94334-26-6,YES,"Pine, ext., acetylated"
94334-31-3,YES,"EXTRACT, SCHINUS MOLLE"
94334-31-3,YES,"Schinus molle, ext."
94334-35-7,YES,"EXTRACT, TUBEROSE"
94334-35-7,YES,"Tuberose, ext."
94334-53-9,YES,"EXTRACT, RHATANY, KRAMERIA CISTOIDES"
94334-53-9,YES,"Rhatany, Krameria cistoides, ext."
94334-64-2,YES,"Carbonic dichloride, polymer with 4,4'-(1-methylethylidene)bis[2,6-dibromophenol] and phenol"
94346-09-5,YES,"ACETATE, 1,2-DIMETHYL-3-(1-METHYLETHENYL)- CYCLOPENTYL"
94346-09-5,YES,"Cyclopentanol, 1,2-dimethyl-3-(1-methylethenyl)-, acetate"
94-34-8,YES,"PROPANENITRILE, 3-(METHYLPHENYLAMINO)-"
94-36-0,YES,BENZOYL PEROXIDE
94-36-0,YES,BENZOYL PEROXIDE MICROCAPSULES
94-36-0,YES,DIBENZOYL PEROXIDE
94-36-0,YES,DIBENZOYLPEROXIDE
94-36-0,YES,"Peroxide, dibenzoyl"
94361-06-5,YES,"1H-1,2,4-Triazole-1-ethanol, .alpha.-(4-chlorophenyl)-.alpha.-(1-cyclopropylethyl)-"
94361-06-5,YES,Cyproconazole
94-37-1,YES,DICYCLOPENTAMETHYLENETHIURAM DISULFIDE
94-37-1,YES,"Piperidine, 1,1'-(dithiodicarbonothioyl)bis-"
94386-39-7,YES,"Butanoic acid, 3-methyl-, 2-methyl-5-(1-methylethenyl)-2-cyclohexen-1-yl ester"
94386-39-7,YES,Carvyl iso-Valerate
94386-40-0,YES,"Butanoic acid, 3-methyl-, [4-(1-methylethenyl)-1-cyclohexen-1-yl]methyl ester"
94386-40-0,YES,Perillyl iso-Valerate
943-89-5,YES,"2-Propenoic acid, 3-(4-methoxyphenyl)-, (2E)-"
943-89-5,YES,"CINNAMIC ACID, 4-METHOXY-, TRANS-"
94395-89-8,YES,C.I. FLUORESCENT BRIGHTENER 374:1
94400-69-8,YES,"6,7-Epoxy-1,2,3,4,5,6,7,8-octahydro-1,1,2,3,3,7,-hexamethylnaphthalene"
94406-01-6,YES,"Baccharis dracunculifolia, ext."
94406-01-6,YES,"EXTRACT, BACCHARIS DRACUNCULIFOLIA"
94406-15-2,YES,"1,3,3-Trimethyl-2,3,3A,4,5,6-hexahydro-1H-indene-1-carboxldehyde"
944410-31-5,YES,"Formaldehyde, polymer 2-methoxynaphthalene and 2-methylphenol, glycidyl ethers"
94-46-2,YES,"1-Butanol, 3-methyl-, benzoate"
94-46-2,YES,"BENZOATE, 3-METHYLBUTYL"
94-46-2,YES,ISO-Amyl Benzoate
94-46-2,YES,ISOAMYL BENZOATE
94469-32-6,YES,POLYSILOXANE/POLYETHER COPOLYMER
94469-32-6,YES,"Siloxanes and Silicones, polyether-"
94-47-3,YES,"BENZOATE, 2-PHENYLETHYL"
94-47-3,YES,"Benzoic acid, 2-phenylethyl ester"
94-48-4,YES,"2,6-Octadien-1-ol, 3,7-dimethyl-, benzoate, (2E)-"
94-48-4,YES,"BENZOATE, 3,7-DIMETHYL-2,6-OCTADIENYL, (E)-"
94-48-4,YES,GERANYL BENZOATE
94-52-0,YES,"1H-Benzimidazole, 5-nitro-"
94-52-0,YES,"BENZIMIDAZOLE, 5-NITRO-"
94525-01-6,YES,"Aspartic acid, homopolymer, sodium salt"
94525-01-6,YES,"POLY( , )-DL-ASPARTATE SODIUM SALT"
94525-01-6,YES,"POLYASPARTATE, SODIUM"
945-51-7,YES,"Benzene, 1,1'-sulfinylbis-"
945-51-7,YES,DIPHENYL SULFOXIDE
94581-08-5,YES,"FATTY ACIDS, LANOLIN ESTERS WITH TRIMETHYLOLPROPANE"
94581-08-5,YES,"FATTY ACIDS, LANOLIN, ESTERS WITH TRIMETHYLOLPROPANE"
94581-11-0,YES,"Glycerides, C18-36 mono-, di- and tri-"
94581-11-0,YES,"GLYCERIDES, C18-36, MONO-, DI- AND TRI-"
94-59-7,YES,"1,3-Benzodioxole, 5-(2-propenyl)-"
94-59-7,YES,"BENZO-1,3-DIOXOLE, 5-(2-PROPENYL)-"
94-59-7,YES,SAFROLE
94-60-0,YES,"1,4-Cyclohexanedicarboxylic acid, dimethyl ester"
94-60-0,YES,"CYCLOHEXANE-1,4-DICARBOXYLATE, DIMETHYL"
94-62-2,YES,"Piperidine, 1-[(2E,4E)-5-(1,3-benzodioxol-5-yl)-1-oxo-2,4-pentadienyl]-"
94-62-2,YES,"PIPERIDINE, 1-[5-(1,3-BENZODIOXOL-5-YL)-1-OXO- 2,4-PENTADIENYL]-, (E,E)"
94-62-2,YES,PIPERINE
94624-11-0,YES,"9-Octadecenoic acid (9Z)-, 1,2,3-propanetriyl ester, oxidized, sulfited, sodium salts"
94645-52-0,YES,"REACTION PRODUCT, UREA WITH FORMALDEHYDE AND METHANOL"
94645-52-0,YES,"Urea, reaction products with formaldehyde and methanol"
94645-53-1,YES,"Formaldehyde, reaction products with melamine and methanol"
94645-53-1,YES,"REACTION PRODUCT, FORMALDEHYDE WITH MELAMINE AND METHANOL"
946601-69-0,YES,"1,3-Benzenedicarboxylic acid,5,5'-[(1,6-dihydro-6-oxo-1,3,5-triazine-2,4-diyl)bis[{(5- amino-3-(1,1-dimethylethyl)-1H-pyrazole-1,4-diyl)azo(4-cyano-1H-pyrazole-5,1- diyl)}]]bis-, pentapotassium salt"
94-67-7,YES,"BENZALDEHYDE, 2-HYDROXY-, OXIME"
94681-93-3,YES,"1,4-Benzenediamine, N,N'-bis(1-methylhexylidene)-"
94681-93-3,YES,"BENZENE-1,4-DIAMINE, N,N'-BIS(1-METHYLHEXYLIDENE)-"
94-68-8,YES,"ANILINE, N-ETHYL-2-METHYL-"
94-68-8,YES,"Benzenamine, N-ethyl-2-methyl-"
94701-72-1,YES,"COPPER PHTHALOCYANINE, MONOCHLORO- Copper, chloro[29H,31H-phthalocyaninato(2-)-"
94701-72-1,YES,".kappa.N29,.kappa.N30,.kappa.N31,.kappa.N32]-, (SP-5-12)-"
94-70-2,YES,"ANILINE, 2-ETHOXY-"
94-70-2,YES,"Benzenamine, 2-ethoxy-"
947-04-6,YES,AZACYCLOTRIDECAN-2-ONE
94-71-3,YES,"PHENOL, 2-ETHOXY-"
947-19-3,YES,"KETONE, PHENYL, HYDROXYCYCLOHEXYL"
947-19-3,YES,"Methanone, (1-hydroxycyclohexyl)phenyl-"
947-42-2,YES,"SILANEDIOL, DIPHENYL-"
94-74-6,YES,"Acetic acid, (4-chloro-2-methylphenoxy)-"
94-74-6,YES,"PHENOXYACETIC ACID, 4-CHLORO-2-METHYL"
94-75-7,YES,"Acetic acid, (2,4-dichlorophenoxy)-"
94-75-7,YES,"PHENOXYACETIC ACID, 2,4-DICHLORO-"
94-75-7,YES,"PHENOXYACETIC ACID, DICHLORO-"
94786-94-4,YES,IRON DEXTRAN + VITAMIN B12
94786-94-4,YES,"Vitamin B12, mixt. with iron dextran"
94788-91-7,YES,"ASPARTATE L-, N-DODECYL-, 4-DODECYL"
94788-91-7,YES,"L-Aspartic acid, N-dodecyl-, 4-dodecyl ester"
94-81-5,YES,"Butanoic acid, 4-(4-chloro-2-methylphenoxy)-"
94-81-5,YES,MCPB
94825-60-2,YES,"Benzoic acid, 2-hydroxy-3-methyl-, reaction products with 4-amino-5-hydroxy-2,7- naphthalenedisulfonic acid, 6-amino-4-hydroxy-2-naphthalenesulfonic acid and 2,2'- (1,2-ethenediyl)bis[5-aminobenzenesulfonic acid]"
94-85-9,YES,"2,5-Diethoxyanilin"
94-85-9,YES,"Benzenamine, 2,5-diethoxy-"
94-86-0,YES,"Phenol, 2-ethoxy-5-(1-propenyl)-"
94-86-0,YES,PROPENYL GUAETHOL
94-86-0,YES,"PROPENYL-GUAETHOL, VANITROP"
94-86-0,YES,VANITROPE
94891-27-7,YES,"EXTRACT, LIQUIDAMBAR ORIENTALIS"
94891-27-7,YES,"Liquidambar orientalis, ext."
94891-27-7,YES,"Liquidambar orientalis,ext."
94891-39-1,YES,"DERIVATIVES, GLYCINE, N-[(C10-22-BRANCHED AND LINEAR ALKYL AND NAPHTHALENYL)SULFONYL]"
94891-39-1,YES,"Glycine, N-[(C10-22-branched and linear alkyl and naphthenyl)sulfonyl] derivs."
94891-40-4,YES,"DERIVATIVES, GLYCINE, N-[(C10-22-BRANCHED & LINEAR ALKLY & NAPHTHENYL)SULFONYL], BARIUM SALTS"
94891-40-4,YES,"Glycine, N-[(C10-22-branched and linear alkyl and naphthenyl)sulfonyl] derivs., barium salts (2:1)"
94891-40-4,YES,"glycine,N-({C10-C22-branched and linear alkyl and naphthanyl) sulfonyl)derivs.,barium salts."
94894-80-1,YES,Aluminum chloride hydroxide silicate
94894-80-1,YES,"POLYALUMINUM HYDROCHLOROSULFATE, 1/2 BASIC"
94904-85-5,YES,Poly(dihexylsilylene)
94-91-7,YES,"BISPHENOL, 2,2'-[(1-METHYL-1,2-ETHANEDIYL)BIS( NITRILOMETHYLIDYNE)]-"
94-91-7,YES,"N,N'-DISALICYLIDENE-1,2-DIAMINE PROPANE"
