NO,CAS No.,Value,Chemical Name,KE No.,Toxic substances,Substances requiring preparation for accidents,Restricted substances,Prohibited substances,Permitted substances,Substances subject to intensive control,Persistent pollutants,Percentage & Regulatory Information,Legacy_yn
42028,,YES,Aminoalkyl(C=1-3)alkoxy(C=1-4)silane,KE-01160,,,,,,,,,
42029,,YES,Aminoacrylic polymer,KE-01159,,,,,,,,,
42030,,YES,"Amino acrylate of diethanol amine, 1,6-hexanediol diacrylate",KE-01158,,,,,,,,,
42031,,YES,Aminoacrylate,KE-01157,,,,,,,,,
42032,9000-89-9,YES,L-Amino acid oxidase,KE-01156,,,,,,,,,
42033,70571-81-2,YES,1-Amino-4(3-acetylaminoanilino)-2-anthraquinone sulfonic acid sodium salt,KE-01155,,,,,,,,,
42034,6011-14-9,YES,Aminoacetonitrile monohydrochloride,KE-01154,,,,,,,,,
42035,56-40-6,YES,Aminoacetic acid; Glycine,KE-01153,,,,,,,,,
42036,93762-95-9,YES,"Amines, alkyl(C=16-18)-unsatd.",KE-01152,,,,,,,,,
42037,61790-42-9,YES,"Amines, tris(hydrogenated tallow alkyl)",KE-01151,,,,,,,,,
42038,91745-56-1,YES,"Amines, tallow alkyl, hydrochlorides",KE-01150,,,,,,,,,
42039,68308-48-5,YES,"Amines, tallow alkyl, ethoxylated, phosphates",KE-01149,,,,,,,,,
42040,108563-09-3,YES,"Amines, tallow alkyl, ethoxylated, 4-dodecylbenzenesulfonates (salts)",KE-01148,,,,,,,,,
42041,61791-26-2,YES,"Amines, tallow alkyl, ethoxylated",KE-01147,,,,,,,,,
42042,61791-57-9,YES,"Amines, N-tallow alkyldipropylenetri-",KE-01146,,,,,,,,,
42043,61791-58-0,YES,"Amines, N-tall oil alkyltrimethylenedi-",KE-01145,,,,,,,,,
42044,61790-46-3,YES,"Amines, tall-oil alkyl",KE-01144,,,,,,,,,
42045,61791-67-1,YES,"Amines, N-soya alkyltrimethylenedi-",KE-01143,,,,,,,,,
42046,61791-24-0,YES,"Amines, soya alkyl, ethoxylated",KE-01142,,,,,,,,,
42047,61790-58-7,YES,"Amines, soya alkyl, acetates",KE-01141,,,,,,,,,
42048,61790-18-9,YES,"Amines, soya alkyl",KE-01140,,,,,,,,,
42049,61790-47-4,YES,"Amines, rosin",KE-01139,,,,,,,,,
42050,61788-94-1,YES,"Amines, (hydrogenated tallow alkyl) dimethyl, N-oxides",KE-01138,,,,,,,,,
42051,61788-95-2,YES,"Amines, (hydrogenated tallow alkyl) dimethyl",KE-01137,,,,,,,,,
42052,61790-59-8,YES,"Amines, hydrogenated tallow alkyl, acetates",KE-01136,,,,,,,,,
42053,109037-68-5,YES,"Amines, N,N'-ditallow alkyl[1,2-ethanediylbis(imino-3,1-propanediyl)]di-, ethoxylated propoxylated",KE-01135,,,,,,,,,
42054,68814-69-7,YES,"Amines, dimethyltallow alkyl",KE-01134,,,,,,,,,
42055,61788-91-8,YES,"Amines, dimethylsoya alkyl",KE-01133,,,,,,,,,
42056,92201-38-2,YES,"Amines, dimethylpalm kernel alkyl",KE-01132,,,,,,,,,
42057,91745-53-8,YES,"Amines, diisoalkyl(C=14-18)",KE-01131,,,,,,,,,
42058,61788-62-3,YES,"Amines, dicoco alkylmethyl",KE-01130,,,,,,,,,
42059,68153-95-7,YES,"Amines, dialkyl(C=12-18)",KE-01129,,,,,,,,,
42060,61791-64-8,YES,"Amines, N-coco alkyltrimethylenedi-, acetates",KE-01128,,,,,,,,,
42061,85480-36-0,YES,"Amines, coco alkyl, oleates",KE-01127,,,,,,,,,
42062,92201-35-9,YES,"Amines, coco alkylmethyl, Me sulfates",KE-01126,,,,,,,,,
42063,61791-14-8,YES,"amines, coco alkyl, ethoxylate",KE-01125,,,,,,,,,
42064,61788-90-7,YES,"Amines, coco alkyldimethyl, N-oxides",KE-01124,,,,,,,,,
42065,80939-62-4,YES,"Amines, branched alkyl(C=11-14) monohexyl and dihexyl phosphates",KE-01123,,,,,,,,,
42066,61788-63-4,YES,"Amines, bis(hydrogenated tallow alkyl) methyl",KE-01122,,,,,,,,,
42067,61789-79-5,YES,"Amines, bis(hydrogenated tallow alkyl)",KE-01121,,,,,,,,,
42068,94725-59-4,YES,4'-Amino-4-tert-butyl-5'-chloro-2'-hydroxybenzanilide,KE-01225,,,,,,,,,
42069,14205-47-1,YES,"3-Amino-2-butenoic acid 1,4-butanediyl ester",KE-01224,,,,,,,,,
42070,5856-63-3,YES,(R)-2-Amino-1-butanol,KE-01223,,,,,,,,,
42071,96-20-8,YES,2-Aminobutan-1-ol,KE-01222,,,,,,,,,
42072,56-84-8,YES,2-Aminobutanedioic acid; Aspartic acid,KE-01221,,,,,,,,,
42073,61296-22-8,YES,2-Amino-5-bromothiazole monohydrobromide,KE-01220,,,,,,,,,
42074,1564-71-2,YES,"1-Amino-2-bromo-4-(phenylamino)-9,10-anthracenedione",KE-01219,,,,,,,,,
42075,59722-76-8,YES,"1-Amino-2-(4-bromophenoxy)-4-hydroxy-9,10-anthracenedione",KE-01218,,,,,,,,,
42076,17601-94-4,YES,2-Amino-3-bromo-5-nitrobenzonitrile; 2-Bromo-6-cyano-4-nitroaniline,KE-01217,,,,,,,,,
42077,116-82-5,YES,"1-Amino-2-bromo-4-hydroxy-9,10-anthraquinone",KE-01216,,,,,,,,,
42078,116-81-4,YES,"1-Amino-4-bromo-9,10-dihydro-9,10-dioxo-2-anthracenesulfonic acid; 1-Amino-4-bromo-9,10-dioxoanthracene-2-sulfonic acid, Bromamine acid",KE-01215,,,,,,,,,
42079,,YES,"1-Amino-4-[[3-[[(branched-alkyl)amino]carbonyl]phenyl]amino]-9,10-dihydro-9,10-dioxo-2-anthracenesulfonic acid, (salt)",KE-01214,,,,,,,,,
42080,160306-13-8,YES,"1-Amino-2,7-bis[5-[4-chloro-6-(3-sulfophenyl)amino-1,3,5-triazin-2-yl]amino-2-sulfophenylazo]-8-hydroxynaphthalene-3,6-disulfonic acid sodium salt",KE-01213,,,,,,,,,
42081,35898-78-3,YES,1-[[3-Amino-4-[bis(2-chloroethyl)amino]phenyl]sulfonyl]-4-methylpiperazine dihydrochloride,KE-01212,,,,,,,,,
42082,,YES,"2-Amino-4-(o,p-biphenyl-2,2'-diylphosphonomethyl)amino-6-phenyl-1,3,5-triazine",KE-01211,,,,,,,,,
42083,54667-43-5,YES,"α-(4-Aminobenzoyl)-ω-[(4-aminobenzoyl)oxy] poly(oxy-1,4-butanediyl)",KE-01210,,,,,,,,,
42084,873-74-5,YES,4-Aminobenzonitrile,KE-01209,,,,,,,,,
42085,2237-30-1,YES,3-Aminobenzonitrile,KE-01208,,,,,,,,,
42086,95-23-8,YES,"5-Amino-1,3-dihydro-2H-benzimidazol-2-one",KE-01207,,,,,,,,,
42087,,YES,Aminobenzoic acid phenoxyethyl ester,KE-01206,,,,,,,,,
42088,7779-77-3,YES,2-Aminobenzoic acid 2-methylpropyl ester; Isobutyl 2-aminobenzoate,KE-01205,,,,,,,,,
42089,134-20-3,YES,2-Aminobenzoic acid methyl ester; Methyl anthranilate,KE-01204,,,,,,,,,
42090,94-09-7,YES,"4-Aminobenzoic acid ethyl ester; Anesthesin, Ethyl aminobenzoate, Benzocaine",KE-01203,,,,,,,,,
42091,582-33-2,YES,3-Aminobenzoic acid ethyl ester; Ethyl 3-aminobenzoate,KE-01202,,,,,,,,,
42092,51-05-8,YES,4-Aminobenzoic acid 2-(diethylamino)ethyl ester hydrochloride; Procaine hydrochloride,KE-01201,,,,,,,,,
42093,,YES,Aminobenzoic acid alkyl(C=2-10) ester,KE-01200,,,,,,,,,
42094,150-13-0,YES,4-Aminobenzoic acid,KE-01199,,,,,,,,,
42095,118-92-3,YES,2-Aminobenzoic acid; Anthranilic acid,KE-01198,,,,,,,,,
42096,1321-11-5,YES,Aminobenzoic acid,KE-01197,,,,,,,,,
42097,118685-17-9,YES,"4-Aminobenzenesulfonic acid polymer with formaldehyde, 2-methylphenol and phenol, bisulfited",KE-01196,,,,,,,,,
42098,63784-89-4,YES,4-Aminobenzenesulfonic acid monosodium salt polymer with formaldehyde and methyl phenol,KE-01195,,,,,,,,,
42099,515-74-2,YES,4-Aminobenzenesulfonic acid monosodium salt; Sulfanilic acid sodium salt,KE-01194,,,,,,,,,
42100,68911-05-7,YES,"Hydrocarbons, C12-30, olefin-rich, ethylene polymn. by-product",,,,,,,,,,
42101,68909-92-2,YES,"Phosphorodithioic acid, mixed O,O-bis(2-ethylhexyl and iso-Pr) esters",,,,,,,,,,
42102,68909-77-3,YES,"Ethanol, 2,2'-oxybis-, reaction products with ammonia, morpholine derivs.Residues",,,,,,,,,,
42103,68909-76-2,YES,"Ethanol, 2,2'-oxybis-, reaction products with ammonia, fractionation forecuts",,,,,,,,,,
42104,68908-97-4,YES,"Aluminium, tri-C2-20-alkyl complexes",,,,,,,,,,
42105,68855-34-5,YES,"Formaldehyde, reaction products with calcium hydroxide, dodecylphenol, meth",,,,,,,,,,
42106,68815-21-4,YES,"Tar acids, cresylic, sodium salts, caustic solns.",,,,,,,,,,
42107,68814-95-9,YES,"Amines, tri-C8-10-alkyl",,,,,,,,,,
42108,68814-90-4,YES,"Gases (petroleum), platformer products separator off",,,,,,,,,,
42109,68814-89-1,YES,"Extracts (petroleum), heavy paraffinic distill. Deasphalated",,,,,,,,,,
42110,68814-88-0,YES,"Distillates (petroleum), heavy naphthenic, sulfurized",,,,,,,,,,
42111,68814-47-1,YES,"Waste gases, refinery vent",,,,,,,,,,
42112,68784-70-3,YES,"Propanenitrile, 3-amino-, N-tallow alkyl derivs.",,,,,,,,,,
42113,68784-39-4,YES,"Propanenitrile, 3-(C8-10-alkyloxy) deriv",,,,,,,,,,
42114,68784-38-3,YES,"1-Propanamine, 3-(C8-10-alkyloxy) derivs",,,,,,,,,,
42115,68784-32-7,YES,"Phosphorodithioic acid, mixed O,O-bis(2-ethylhexyl and iso-Bu)esters",,,,,,,,,,
42116,68784-31-6,YES,"Phosphorodithioic acid, mixed O,O-bis(sec-Bu and 1,3-dimethylbutyl)esters, zinc salts",,,,,,,,,,
42117,68784-30-5,YES,"Phosphorodithioic acid, mixed O,O-bis(sec-Bu and 1,3-dimethylbutyl)esters",,,,,,,,,,
42118,68783-24-4,YES,"Amines, ditallow alkyl",,,,,,,,,,
42119,68783-13-1,YES,"Residues (petroleum), coker scrubber, condensed-ring-arom",,,,,,,,,,
42120,68783-12-0,YES,"Naphtha (petroleum), unsweetened",,,,,,,,,,
42121,68955-64-6,YES,"Hexanedinitrile, hydrogenated, high-boiling fraction, phosphonomethylated",,,,,,,,,,
42122,68955-55-5,YES,"Amines, C12-18-alkyldimethyl, N-oxides",,,,,,,,,,
42123,68955-37-3,YES,"Acid chlorides, tallow, hydrogenated",,,,,,,,,,
42124,68953-96-8,YES,"Benzenesulfonic acid, mono-C11-13-branched alkyl derivs., calcium salts",,,,,,,,,,
42125,68953-90-2,YES,"Benzenesulfonic acid, mono-C7-17-alkyl derivs.",,,,,,,,,,
42126,68953-80-0,YES,"Benzene, mixed with toluene, dealkylation product",,,,,,,,,,
42127,68953-70-8,YES,"Oxirane, reaction products with ammonia, distn. residues",,,,,,,,,,
42128,68953-28-6,YES,"Fatty acids, tall-oil, compds. with diisopropanolamine",,,,,,,,,,
42129,68938-96-5,YES,"Benzene, phenoxytetrapropylene-",,,,,,,,,,
42130,68938-81-8,YES,"Phenol, 2,5-dichloro-, potassium salt",,,,,,,,,,
42131,68938-80-7,YES,"Benzoic acid, 3,6-dichloro-2-hydroxy-, dipotassium salt",,,,,,,,,,
42132,68938-79-4,YES,"Benzoic acid, 3,6-dichloro-2-hydroxy-, potassium sodium salt",,,,,,,,,,
42133,68938-04-5,YES,"Nonene, hydroformylation products",,,,,,,,,,
42134,68938-03-4,YES,"Octene, hydroformylation products, low-boiling",,,,,,,,,,
42135,68938-02-3,YES,"Pentene, hydroformylation products, low-boiling",,,,,,,,,,
42136,68937-29-1,YES,"1,6-Hexanediol, distn. residues",,,,,,,,,,
42137,68936-98-1,YES,"Benzene, (1-methylethyl)-, distn. Residues",,,,,,,,,,
42138,68921-67-5,YES,"Hydrocarbons, ethylene-manuf.-by-product distn. residues",,,,,,,,,,
42139,68921-27-7,YES,"Ethanaminium, 2-hydroxy-N,N-bis(2-hydroxyethyl)-N-methyl-, diesterswith C12-18 fatty acids, Me sulfates (salts)",,,,,,,,,,
42140,68920-64-9,YES,"Disulfides, di-C1-2-alkyl",,,,,,,,,,
42141,68920-06-9,YES,"Hydrocarbons, C7-9",,,,,,,,,,
42142,68919-37-9,YES,"Naphtha (petroleum), full-range reformed",,,,,,,,,,
42143,68919-16-4,YES,"Hydrocarbons, C3-6, catalytic alkylation by-products",,,,,,,,,,
42144,68919-15-3,YES,"Hydrocarbons, C6-12, benzene-recovery",,,,,,,,,,
42145,70024-67-8,YES,"Benzenesulfonic acid, C16-24-alkyl derivs.",,,,,,,,,,
42146,70024-57-6,YES,"9-Octadecenoic acid (9Z)-, ester with 2-ethyl-2-(hydroxymethyl)-1,3-propane",,,,,,,,,,
42147,69227-11-8,YES,"Lead, dross, copper-rich",,,,,,,,,,
42148,69103-05-5,YES,"Hydrocarbons, C4-7, butadiene manuf.by-product",,,,,,,,,,
42149,69045-78-9,YES,"Pyridine, 2-chloro-5-(trichloromethyl)-",,,,,,,,,,
42150,69029-97-6,YES,Speiss copper,,2023-1-1173(신규화학물질),,,,,,,유독물질 : 스파이스 구리[Speiss copper; 69029-97-6] 및 이를 25% 이상 함유한 혼합물,
42151,69029-84-1,YES,"Slags, lead smelting",,,,,,,,,,
42152,69029-83-0,YES,Residues zinc smelting,,,,,,,,,,
42153,69029-79-4,YES,Residues lead smelting,,,,,,,,,,
42154,69029-67-0,YES,"Flue dust, lead-refining",,,,,,,,,,
42155,69029-60-3,YES,"Zinc, desilverizing skims",,,,,,,,,,
42156,69029-58-9,YES,"Slags, lead reverbatory smelting",,,,,,,,,,
42157,69029-46-5,YES,"Lead, dross, bismuth-rich",,,,,,,,,,
42158,69029-45-4,YES,"Lead, dross, antimony-rich",,,,,,,,,,
42159,69013-21-4,YES,"Fuel oil, pyrolysis",,,,,,,,,,
42160,69012-86-8,YES,"Ashes residues, zinc-refining",,,,,,,,,,
42161,69012-73-3,YES,"Leach residues, zinc ore-calcine, zinc sulfur",,,,,,,,,,
42162,68476-54-0,YES,"Hydrocarbons, C3-5, polymn. unit feed",,,,,,,,,,
42163,68476-47-1,YES,"Hydrocarbons, C2-6, C6-8 catalytic reformer",,,,,,,,,,
42164,68476-46-0,YES,"Hydrocarbons, C3-11, catalytic cracker distillates",,,,,,,,,,
42165,68476-45-9,YES,"Hydrocarbons, C5-10 arom. conc., ethylene-manuf.-by-product",,,,,,,,,,
42166,68476-44-8,YES,"Hydrocarbons, C>3",,,,,,,,,,
42167,68476-43-7,YES,"Hydrocarbons, C4-6, C5-rich",,,,,,,,,,
42168,68476-42-6,YES,"Hydrocarbons, C4-5",,,,,,,,,,
42169,68476-33-5,YES,"Fuel oil, residual",,2022-1-1106(신규화학물질),,,,,,,"유독물질 : 잔사, 연료유[Fuel oil, residual; 68476-33-5] 및 이를 25% 이상 함유한 혼합물",
42170,68476-32-4,YES,"Fuel oil, residues-straight-run gas oils, high-sulfur",,,,,,,,,,
42171,68476-31-3,YES,"Fuel oil, no. 4",,,,,,,,,,
42172,68515-89-9,YES,"Barium, carbonate nonylphenol complexes",,,,,,,,,,
42173,68514-79-4,YES,"Petroleum products, hydrofiner-powerformer reformates",,,,,,,,,,
42174,68514-67-0,YES,"Nitriles, soya",,,,,,,,,,
42175,68514-34-1,YES,"Hydrocarbons, C9-14, ethylene-manuf.-by-product",,,,,,,,,,
42176,68514-33-0,YES,"Hydrocarbons, C12 and C14, olefin-rich",,,,,,,,,,
42177,68514-32-9,YES,"Hydrocarbons, C10 and C12, olefin-rich",,,,,,,,,,
42178,68514-31-8,YES,"Hydrocarbons, C1-4",,,,,,,,,,
42179,68513-87-1,YES,"Tar bases, quinoline derivs.",,,,,,,,,,
42180,68513-69-9,YES,"Residues (petroleum), steam-cracked light",,,,,,,,,,
42181,68513-68-8,YES,"Residues (petroleum), deethanizer tower",,,,,,,,,,
42182,68513-66-6,YES,"Residues (petroleum), alkylation splitter, C4-rich",,,,,,,,,,
42183,68513-62-2,YES,"Disulfides, C5-12-alkyl",,,,,,,,,,
42184,68513-04-2,YES,"Nitriles, C14-18 and C16-18-unsatd.",,,,,,,,,,
42185,68513-03-1,YES,"Naphtha (petroleum), light catalytic reformed, arom.-free",2009-3-4029,,,,,,,,,
42186,68513-02-0,YES,"Naphtha (petroleum), full-range coker",,,,,,,,,,
42187,68512-63-0,YES,"Benzene, ethenyl-, distn. residues",,,,,,,,,,
42188,68512-26-5,YES,"Starch, 2-hydroxyethyl ether, base-hydrolyzed",,,,,,,,,,
42189,68511-44-4,YES,"Propanenitrile, 3-amino-, N-(C14-18 and C16-18-unsatd.alkyl) derivs.",,,,,,,,,,
42190,68478-19-3,YES,"Residual oils (petroleum), propene purifn. Splitter",,,,,,,,,,
42191,68478-17-1,YES,"Residues (petroleum), heavy coker gas oil and vacuum gas oil",,,,,,,,,,
42192,68478-16-0,YES,"Residual oils (petroleum), deisobutanizer-tower",,,,,,,,,,
42193,68478-15-9,YES,"Residues (petroleum), C6-8 catalytic reformer",,,,,,,,,,
42194,68478-14-8,YES,"Residues (petroleum), caustic-treated vacuum distillate",,,,,,,,,,
42195,68478-13-7,YES,"Residues (petroleum), catalytic reformer fractionator residue distn.",,,,,,,,,,
42196,68478-12-6,YES,"Residues (petroleum), butane splitter bottoms",,,,,,,,,,
42197,68584-26-9,YES,"Benzenesulfonic acid, C10-16-alkyl derivs.,magnesium salts",,,,,,,,,,
42198,68584-00-9,YES,"Benzene, ethyl-, dehydrogenated, fractionation overheads",,,,,,,,,,
42199,68568-82-1,YES,"Phenol, 2,2'-[[[(2-hydroxy-5-octylphenyl)methyl]imino]bis(2,1-ethanediyliminomethylene)]bis[4-octyl-, calcium salt",,,,,,,,,,
42200,68553-14-0,YES,"Hydrocarbons, C8-11",,,,,,,,,,
42201,68553-00-4,YES,"Fuel oil, no. 6",,,,,,,,,,
42202,68527-16-2,YES,"Hydrocarbons, C1-3",,,,,,,,,,
42203,68526-77-2,YES,"Aromatic hydrocarbons, ethane cracking scrubber effluent and flare drum",,,,,,,,,,
42204,68526-52-3,YES,"Alkenes, C6",,,,,,,,,,
42205,68516-20-1,YES,"Naphtha (petroleum), steam-cracked middle arom.",,,,,,,,,,
42206,68515-93-5,YES,"Phenol, nonyl derivs., sulfides",,,,,,,,,,
42207,68782-95-6,YES,"Phosphoric acid, (1-methylethyl)phenyl phenyl ester",,,,,,,,,,
42208,68650-36-2,YES,"Aromatic hydrocarbons, C8, o-xylene-lean",,,,,,,,,,
42209,68649-44-5,YES,"Ethanol, 2-amino-, reaction products with ammonia, by-products from,phosphonomethylated",,,,,,,,,,
42210,68648-93-1,YES,"Phthalic acid, mixed decyl, hexyl & octyl diesters",,,,,,,별표-575,,,
42211,68648-31-7,YES,"Nitriles, C8-18 and C18-unsatd.",,,,,,,,,,
42212,68647-61-0,YES,"Hydrocarbons, C4-5, tert-amylene concentrator by-product",,,,,,,,,,
42213,68647-60-9,YES,"Hydrocarbons, C>4",,,,,,,,,,
42214,68609-92-7,YES,"9-Octadecenoic acid (9Z)-, epoxidized, ester with propylene glycol",,,,,,,,,,
42215,68609-68-7,YES,"1-Hexanol, 2-ethyl-, manuf. of, by-products from, distn. Residues",2011-3-5023,,,,,,,,,
42216,68609-64-3,YES,"1,6-Hexanediol, distn. intermediates",,,,,,,,,,
42217,68609-05-2,YES,"Cyclohexane, oxidized, non-acidic by-products, distn. lights",,,,,,,,,,
42218,68609-04-1,YES,"Cyclohexane, oxidized, non-acidic by-products, distn. Residues",,,,,,,,,,
42219,68608-89-9,YES,"Benzenesulfonic acid, mono-C11-13-branched alkyl derivs., sodium salts",,,,,,,,,,
42220,68608-88-8,YES,"Benzenesulfonic acid, mono-C11-13-branched alkyl derivs.",,,,,,,,,,
42221,68608-80-0,YES,"Benzene, C6-12-alkyl derivs.",,,,,,,,,,
42222,68608-66-2,YES,"Sodium chloroacetate reaction products with 4,5-dihydro -2-undecyl-1H-imidazole-1-ethanol and sodium hydroxide",2009-3-4042,,,,,,,,,
42223,68607-30-7,YES,"Residues (petroleum), topping plant, low-sulfur",,,,,,,,,,
42224,68606-36-0,YES,"Hydrocarbons, C5-unsatd. rich, isoprene purifn.by-product",,,,,,,,,,
42225,68606-34-8,YES,"Gases (petroleum), depropanizer bottoms fractionation off",,,,,,,,,,
42226,68606-31-5,YES,"Hydrocarbons, C3-5, butadiene purifn. by-product",,,,,,,,,,
42227,68606-29-1,YES,"Hydrocarbons, C4 and C8, butene concentrator by-product",,,,,,,,,,
42228,68606-27-9,YES,Gases petroleum alkylation feed,,,,,,,,,,
42229,68606-24-6,YES,"Hydrocarbons, C4, butene concentrator by-product",,,,,,,,,,
42230,67129-08-2,YES,"2-Chloro-N-(2,6-dimethylphenyl)-N-(1H-pyrazol-1-ylmethyl)acetamide",,,,,,,,,,
42231,66469-15-6,YES,"Isooctadecanoic acid, potassium salt",,,,,,,,,,
42232,66161-62-4,YES,"Glycine, N-(2-hydroxyethyl)-N-[2-[(1-oxododecyl)amino]ethyl]-, monosodium salt",,,,,,,,,,
42233,66071-96-3,YES,"Glutens, corn",,,,,,,,,,
42234,66071-92-9,YES,Sulfite liquors & Cooking liquors spent,,,,,,,,,,
42235,68154-05-2,YES,"Asphalt, sapon. products with tall oil, sodium salts",,,,,,,,,,
42236,68140-11-4,YES,"1H-Imidazole-1-ethanamine, 4,5-dihydro-, 2-nortall-oil alkyl derivs., acetates",,,,,,,,,,
42237,68140-01-2,YES,"Amides, coco, N-[3-(dimethylamino)propyl]-",,,,,,,,,,
42238,68139-30-0,YES,"1-Propanaminium, N-(3-aminopropyl)-2-hydroxy-N,N-dimethyl-3-sulfo-, N-coco acyl derivs., inner salts",,,,,,,,,,
42239,68134-26-9,YES,"2-(2-Heptadecyl-4,5-dihydro-1H-imidazol-1-yl)ethyl stearate",,,,,,,,,,
42240,68131-72-6,YES,"Polyphosphoric acids, esters with triethanolamine, sodium salts",,,,,,,,,,
42241,68131-33-9,YES,Sulfite liquors & Cooking liquors white,,,,,,,,,,
42242,68131-31-7,YES,"Sulfite liquors and Cooking liquors, spent, alkali-treated",,,,,,,,,,
42243,68130-50-7,YES,"1,2,4-Benzenetricarboxylic acid, mixed decyl and hexyl and octyl esters",,,,,,,,,,
42244,68130-15-4,YES,"Guar gum, carboxymethyl 2-hydroxypropyl ether, sodium salt",,,,,,,,,,
42245,68052-49-3,YES,"1,6-Hexanediaminium, N,N,N',N'-tetrabutyl-N,N'-diethyl-, bis(ethyl sulfate)",,,,,,,,,,
42246,68037-91-2,YES,"Amines, C14-18-alkyl",,,,,,,,,,
42247,68037-30-9,YES,"2-Butenedioic acid (2E)-, reaction products with linoleic acid",,,,,,,,,,
42248,68037-14-9,YES,"1-Propene, 2-methyl-, homopolymer, chlorinated",,,,,,,,,,
42249,68002-66-4,YES,"Nitriles, C14-18",,,,,,,,,,
42250,68002-65-3,YES,"Nitriles, C16-18",,,,,,,,,,
42251,68002-64-2,YES,"Nitriles, C16 and C18-unsatd.",,,,,,,,,,
42252,67953-76-8,YES,"Phosphonic acid, (1-hydroxyethylidene)bis-, potassium salt",,,,,,,,,,
42253,67905-32-2,YES,"1-Tetradecanol, aluminum salt",,,,,,,,,,
42254,67905-31-1,YES,"1-Eicosanol, aluminum salt",,,,,,,,,,
42255,67905-30-0,YES,"1-Docosanol, aluminum salt",,,,,,,,,,
42256,67905-29-7,YES,"1-Tetracosanol, alminum salt",,,,,,,,,,
42257,67905-28-6,YES,"1-Hexacosanol, aluminum salt",,,,,,,,,,
42258,67905-27-5,YES,"1-Octacosanol, aluminum salt",,,,,,,,,,
42259,67905-26-4,YES,"1-Triacontanol, aluminum salt",,,,,,,,,,
42260,68390-96-5,YES,"Hydrocarbons, C3, chloro",,,,,,,,,,
42261,68389-47-9,YES,"Phosphorodithioic acid, 2-ethylhexyl 2-methylpropyl ester",,,,,,,,,,
42262,68334-62-3,YES,Mono(2-hydroxyethyl) 3-(hydroxymethylphosphinyl)propanoate,2010-3-4235,,,,,,,,,
42263,68333-89-1,YES,"Benzene, (1-methylethyl)-, oxidized, polyphenyl residues",,,,,,,,,,
42264,68333-82-4,YES,"Amides, coco, N-(2-hydroxypropyl)",,,,,,,,,,
42265,68333-29-9,YES,"Residues (petroleum), light naphtha solvent extracts",,,,,,,,,,
42266,68333-26-6,YES,"Clarified oils (petroleum), hydrodesulfurized catalytic cracked",,,,,,,,,,
42267,68333-22-2,YES,"Residues (petroleum), atmospheric",,,,,,,,,,
42268,68308-74-7,YES,"Amides, tall-oil fatty, N,N-di-Me",,,,,,,,,,
42269,68308-36-1,YES,Soybean meal,,,,,,,,,,
42270,68258-91-3,YES,"Cyclopentane, hexachloro-",,,,,,,,,,
42271,68258-90-2,YES,"Cyclopentane, heptachloro-",,,,,,,,,,
42272,68239-19-0,YES,"Propanenitrile, 3-(tridecyloxy)-",,,,,,,,,,
42273,68188-26-1,YES,"Amines, tallow alkyl, reaction products with asphalt, hydrochlorides",,,,,,,,,,
42274,68187-57-5,YES,"Pitch, coal tar-petroleum",,,,,,,,,,
42275,68171-29-9,YES,"2,2`,2``-Nitrilotrisethanol tris(dihydrogen phosphate) (ester), sodium salt",2010-3-4682,,,,,,,,,
42276,68155-67-9,YES,"Ethanone, 1-(1,2,3,4,6,7,8,8a-octahydro-2,3,8,8-tetramethyl-2-naphthalenyl)-",,,,,,,,,,
42277,68155-38-4,YES,"Amines, C14-18 and C16-18-unsatd. alkyl",,,,,,,,,,
42278,68475-70-7,YES,"Aromatic hydrocarbons, C6-8, naphtha-raffinate pyrolyzate-derived",,,,,,,,,,
42279,68442-97-7,YES,"1H-Imidazole-1-ethanamine, 4,5-dihydro-, 2-nortall-oil alkyl derivs.",,,,,,,,,,
42280,68442-85-3,YES,"Cellulose, regenerated",,,,,,,,,,
42281,68442-77-3,YES,"2-Butenediamide, (2E)-, N,N'-bis[2-(4,5-dihydro-2-nortall-oil alkyl-1H-imidazol-1-yl)ethyl] derivs.",,,,,,,,,,
42282,68442-22-8,YES,"Zinc, dithiophosphate mixed 2-ethylhexyl & iso-Bu esters",,,,,,,,,,
42283,68442-09-1,YES,"Naphthalenesulfonic acid, sodium salt, isopropylated",,,,,,,,,,
42284,68441-94-1,YES,"Heptanoic acid, mixed esters with pentaerythritol and valeric acid",,,,,,,,,,
42285,68441-44-1,YES,"Boric acid, reaction products with ethylene glycol and polyethyleneglycol mono-Me ether",,,,,,,,,,
42286,68425-24-1,YES,"Soaps, stocks, soya, acidulated",,,,,,,,,,
42287,68412-40-8,YES,"Pyridine, chloro derivs.",,,,,,,,,,
42288,68412-04-4,YES,"1,6-Octadiene, 7-methyl-3-methylene-, acetylated",,,,,,,,,,
42289,68411-81-4,YES,"2-Imidazolidinone, 4,5-dihydroxy-1,3-bis(hydroxymethyl)-, methylated",,,,,,,,,,
42290,68411-76-7,YES,"Cyclohexane oxidized, non-volatile residue",,,,,,,,,,
42291,68411-72-3,YES,"Ethane, chloro derivs.",,,,,,,,,,
42292,68478-08-0,YES,"Naphtha (petroleum), light steam-cracked, C5-fraction, oligomer conc.",,,,,,,,,,
42293,68477-26-9,YES,Wastes (petroleum),,,,,,,,,,
42294,68477-25-8,YES,"Waste gases, vent gas, C1-6",,,,,,,,,,
42295,68476-80-2,YES,"Oils, vegetable, deodorizer distillates",,,,,,,,,,
42296,65996-73-8,YES,"Slimes and Sludges, blast furnace and steelmaking",,,,,,,,,,
