CAS Number,CAS Name,Name,Approval
68424-60-2,"Glycerides, C16-22 and C18-unsatd.","Glycerides, C16-22 and C18-unsatd.",Does not have an individual approval but may be used as a component in a product covered by a group standard. It is not approved for use as a chemical in its own right.
68424-61-3,"Glycerides, C16-18 and C18-unsatd. mono- and di-","Glycerides, C16-18 and C18-unsatd. mono- and di-",Does not have an individual approval but may be used under an appropriate group standard
68424-66-8,"Lanolin, hydroxylated","Lanolin, hydroxylated",Does not have an individual approval but may be used as a component in a product covered by a group standard. It is not approved for use as a chemical in its own right.
68424-85-1,"Quaternary ammonium compounds, benzyl-C12-16-alkyldimethyl, chlorides","Quaternary ammonium compounds, benzyl-C12-16-alkyldimethyl, chlorides",Does not have an individual approval but may be used as a component in a product covered by a group standard. It is not approved for use as a chemical in its own right.
68424-94-2,"Betaines, coco alkyldimethyl","Betaines, coco alkyldimethyl",Does not have an individual approval but may be used under an appropriate group standard
68424-95-3,"Quaternary ammonium compounds, di-C8-10-alkyldimethyl, chlorides","Quaternary ammonium compounds, di-C8-10-alkyldimethyl, chlorides",Does not have an individual approval but may be used as a component in a product covered by a group standard. It is not approved for use as a chemical in its own right.
68424-96-4,"Quaternary ammonium compounds, di-C16-22-alkyldimethyl, chlorides","Quaternary ammonium compounds, di-C16-22-alkyldimethyl, chlorides",Does not have an individual approval but may be used under an appropriate group standard
68424-99-7,"Rosin, fumarated, polymer with glycerol and pentaerythritol","Rosin, fumarated, polymer with glycerol and pentaerythritol",Does not have an individual approval but may be used as a component in a product covered by a group standard. It is not approved for use as a chemical in its own right.
68425-02-5,"Resin acids and Rosin acids, hydrogenated, zinc salts","Resin acids and rosin acids, hydrogenated, zinc salts",Does not have an individual approval but may be used under an appropriate group standard
68425-05-8,"Rosin, polymer with acrylic acid and pentaerythritol","Rosin, polymer with acrylic acid and pentaerythritol",Does not have an individual approval but may be used under an appropriate group standard
68425-08-1,"Rosin, distn. overheads","Rosin, distn. overheads",Does not have an individual approval but may be used as a component in a product covered by a group standard. It is not approved for use as a chemical in its own right.
68425-13-8,"1,3-Butadiene, 2-methyl-, homopolymer, of cis-1,4-configuration, depolymd.","1,3-Butadiene, 2-methyl-, homopolymer, of cis-1,4-configuration, depolymd.",Does not have an individual approval but may be used as a component in a product covered by a group standard. It is not approved for use as a chemical in its own right.
68425-15-0,"Polysulfides, di-tert-dodecyl","Polysulfides, di-tert-dodecyl",Does not have an individual approval but may be used under an appropriate group standard
68425-16-1,"Polysulfides, di-tert-nonyl","Polysulfides, di-tert-nonyl",Does not have an individual approval but may be used as a component in a product covered by a group standard. It is not approved for use as a chemical in its own right.
68425-17-2,"Syrups, hydrolyzed starch, hydrogenated","Syrups, hydrolyzed starch, hydrogenated",Does not have an individual approval but may be used under an appropriate group standard
68425-29-6,"Distillates (petroleum), naphtha-raffinate pyrolyzate-derived, gasoline-blending","Distillates (petroleum), naphtha-raffinate pyrolysate-derived, gasoline-blending",Does not have an individual approval but may be used under an appropriate group standard
68425-33-2,"Petrolatum (petroleum), oxidized, barium salt","Petrolatum (petroleum), oxidized, barium salt",Does not have an individual approval but may be used as a component in a product covered by a group standard. It is not approved for use as a chemical in its own right.
68425-34-3,"Petrolatum (petroleum), oxidized, calcium salt","Petrolatum (petroleum), oxidized, calcium salt",Does not have an individual approval but may be used under an appropriate group standard
68425-37-6,"Alcohols, coco","Alcohols, coco",Does not have an individual approval but may be used as a component in a product covered by a group standard. It is not approved for use as a chemical in its own right.
68425-39-8,"Alkenes, C>10 .alpha.-, oxidized","Alkenes, C>10 .alpha.-, oxidized",Does not have an individual approval but may be used as a component in a product covered by a group standard. It is not approved for use as a chemical in its own right.
68425-42-3,"Amides, coco, N-[3-(dimethylamino)propyl], lactates","Amides, coco, N-3-(dimethylamino)propyl, lactates",Does not have an individual approval but may be used under an appropriate group standard
68425-43-4,"Amides, coco, N-[3-(dimethylamino)propyl], propionates","Amides, coco, N-3-(dimethylamino)propyl, propionates",Does not have an individual approval but may be used as a component in a product covered by a group standard. It is not approved for use as a chemical in its own right.
68425-44-5,"Amides, coco, ethoxylated",Coconut monoethanolamide ethoxylate,Does not have an individual approval but may be used under an appropriate group standard
68425-47-8,"Amides, soya, N,N-bis(hydroxyethyl)","Amides, soya, N,N-bis(hydroxyethyl)",Does not have an individual approval but may be used under an appropriate group standard
68425-50-3,"Amides, tallow, N-[3-(dimethylamino)propyl]","Amides, tallow, N-3-(dimethylamino)propyl",Does not have an individual approval but may be used as a component in a product covered by a group standard. It is not approved for use as a chemical in its own right.
68425-52-5,"Amides, tallow, hydrogenated, N-[2-[(2-hydroxyethyl)amino]ethyl], acetates (salts)","Amides, tallow, hydrogenated, N-2-(2-hydroxyethyl)aminoethyl, acetates (salts)",Does not have an individual approval but may be used as a component in a product covered by a group standard. It is not approved for use as a chemical in its own right.
68425-58-1,"Benzene, ethenylmethyl-, polymer with ethenylbenzene and (1-methylethenyl)benzene","Benzene, ethenylmethyl-, polymer with ethenylbenzene and (1-methylethenyl)benzene",Does not have an individual approval but may be used as a component in a product covered by a group standard. It is not approved for use as a chemical in its own right.
68425-60-5,"Naphthalene sulfonic acid, bis(1-methylethyl)-, ammonium salt","Naphthalene sulfonic acid, bis(1-methylethyl)-, ammonium salt",Does not have an individual approval but may be used as a component in a product covered by a group standard. It is not approved for use as a chemical in its own right.
68425-66-1,"Boric acid, compd. with 2,2'-iminobis[ethanol]","Boric acid, compd. with 2,2'-iminobis[ethanol]",Does not have an individual approval but may be used as a component in a product covered by a group standard. It is not approved for use as a chemical in its own right.
68425-67-2,"Boric acid, compd. with 2-aminoethanol","Boric acid, compd. with 2-aminoethanol",Does not have an individual approval but may be used as a component in a product covered by a group standard. It is not approved for use as a chemical in its own right.
68425-75-2,"Ethanol, 2-amino-, polymer with .alpha.-tridecyl-.omega.-hydroxypoly(oxy-1,2-ethanediyl) phosphate","Ethanol, 2-amino-, polymer with .alpha.-tridecyl-.omega.-hydroxypoly(oxy-1,2-ethanediyl) phosphate",Does not have an individual approval but may be used as a component in a product covered by a group standard. It is not approved for use as a chemical in its own right.
68425-76-3,"Ethanol, 2,2'-iminobis-, polymer with .alpha.-tridecyl-.omega.-hydroxypoly(oxy-1,2-ethanediyl) phosphate","Ethanol, 2,2'-iminobis-, polymer with .alpha.-tridecyl-.omega.-hydroxypoly(oxy-1,2-ethanediyl) phosphate",Does not have an individual approval but may be used under an appropriate group standard
68425-94-5,"Residues (petroleum), catalytic reformer fractionator, sulfonated, polymers with formaldehyde, sodium salts","Residues, petroleum, catalytic reformer fractionator, sulfonated, polymers with formaldehyde, sodium salts",Does not have an individual approval but may be used under an appropriate group standard
68426-00-6,"1,3,5-Triazine-2,4,6(1H,3H,5H)-trione, 1,3,5-tris[[1,3,3-trimethyl-5-[[[[(1-methylethylidene)amino]oxy]carbonyl]amino]cyclohexyl]methyl]-","1,3,5-Triazine-2,4,6(1H,3H,5H)-trione, 1,3,5-tris1,3,3-trimethyl-5-(1-methylethylidene)aminooxycarbonylaminocyclohexylmethyl-",Does not have an individual approval but may be used as a component in a product covered by a group standard. It is not approved for use as a chemical in its own right.
68426-01-7,"Hexanedioic acid, 2,2,4-trimethyl-, didecyl ester","Hexanedioic acid, 2,2,4-trimethyl-, didecyl ester",Does not have an individual approval but may be used as a component in a product covered by a group standard. It is not approved for use as a chemical in its own right.
68426-03-9,"Propanenitrile, 3-[(6-amino-2,4,4-trimethylhexyl)amino]-","Propanenitrile, 3-(6-amino-2,4,4-trimethylhexyl)amino-",Does not have an individual approval but may be used as a component in a product covered by a group standard. It is not approved for use as a chemical in its own right.
68426-28-8,"Propane, 1,2-dichloro-, polymer with 1,2-dichloroethane and sodium sulfide (Na2(Sx))","Propane, 1, 2-dichloro-, polymer with 1,2-dichloroethane and sodium sulfide (Na2(Sx))",Does not have an individual approval but may be used as a component in a product covered by a group standard. It is not approved for use as a chemical in its own right.
68427-35-0,"5-Benzoxazolesulfonamide, 2-[7-(diethylamino)-2-oxo-2H-1-benzopyran-3-yl]-","5-Benzoxazolesulfonamide, 2-7-(diethylamino)-2-oxo-2H-1-benzopyran-3-yl-",Does not have an individual approval but may be used as a component in a product covered by a group standard. It is not approved for use as a chemical in its own right.
68427-37-2,"5-Benzoxazolesulfonic acid, 2-[7-(diethylamino)-2-oxo-2H-1-benzopyran-3-yl]-, ammonium salt","5-Benzoxazolesulfonic acid, 2-7-(diethylamino)-2-oxo-2H-1-benzopyran-3-yl-, ammonium salt",Does not have an individual approval but may be used as a component in a product covered by a group standard. It is not approved for use as a chemical in its own right.
6843-66-9,"Benzene, 1,1'-(dimethoxysilylene)bis-","Benzene, 1,1'-(dimethoxysilylene)bis-",Does not have an individual approval but may be used as a component in a product covered by a group standard. It is not approved for use as a chemical in its own right.
68439-19-0,"1,2-Benzenedicarboxylic acid, ester with 2,2'-[1,2-ethanediylbis(oxy)]bis[ethanol]","1,2-Benzenedicarboxylic acid, ester with 2,2'-[1,2-ethanediylbis(oxy)]bis[ethanol]",Does not have an individual approval but may be used as a component in a product covered by a group standard. It is not approved for use as a chemical in its own right.
